accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ
362639.5081,2.913513184,-0.507553101,-1.336776733,362639.486,-0.972091615,5.058734145,-1.271149425
362639.5382,0.731643677,-0.460922241,-1.072814941,362639.5211,-1.430611255,0.647607274,-0.44473139
362639.5682,-0.065048218,-0.240341187,-1.0337677,362639.5562,-0.594614097,0.286503669,-0.143965429
362639.5983,0.138885498,-0.400802612,-0.932723999,362639.5913,-0.216692363,0.152509116,-0.180798811
362639.6284,-0.008636475,-0.393585205,-0.870880127,362639.6264,-0.529348008,0.197204416,-0.135015343
362639.6585,-0.026107788,-0.377349854,-0.892852783,362639.6264,-0.529348008,0.197204416,-0.135015343
362639.6886,0.144866943,-0.30305481,-1.004882813,362639.6615,-0.633021141,0.543299243,-0.432248089
362639.7187,0.10005188,-0.333175659,-0.972122192,362639.6967,-0.050706055,0.197310409,-0.100068278
362639.7488,0.101104736,-0.332672119,-0.975128174,362639.7317,0.266385351,-0.038083736,0.104987669
362639.7789,0.234970093,-0.223327637,-1.110687256,362639.7669,1.009209156,-0.317483157,0.410328409
362639.809,0.198852539,0.50201416,-1.521255493,362639.802,4.622895582,-0.949978323,0.974333996
362639.8391,-0.540557861,-0.614120483,-1.621109009,362639.8371,8.352202615,-0.551371817,0.165493624
362639.8692,-1.249984741,-6.561935425,-3.666229248,362639.8371,8.352202615,-0.551371817,0.165493624
362639.8993,1.76373291,-3.255355835,-1.848617554,362639.8722,3.742956266,1.907083531,0.158722537
362639.9294,-0.077880859,-1.714096069,-3.033462524,362639.9073,5.825963159,-1.034928102,-3.320373587
362639.9595,-0.404632568,-0.582214355,-3.293838501,362639.9424,4.182727785,0.27145814,-2.700277034
362639.9896,-0.987472534,0.706771851,-2.349685669,362639.9776,0.678080228,0.975077018,-0.901538619
362640.0197,-0.559585571,1.342575073,-1.3021698,362640.0126,-2.783705348,0.627201335,0.820992643
362640.0498,0.155914307,2.393127441,-0.048324585,362640.0478,-3.585867046,-0.769207742,-0.218579479
362640.0799,-0.562149048,1.141372681,-0.09286499,362640.0478,-3.585867046,-0.769207742,-0.218579479
362640.11,-0.644424438,-0.327941895,1.390808105,362640.0829,-5.943039449,-1.17830657,-0.885180418
362640.1401,-0.156005859,-1.697463989,1.897476196,362640.118,-4.059398925,-2.500706133,1.123824153
362640.1702,0.406280518,-2.676071167,2.02255249,362640.1531,-1.248869686,-1.93126317,2.825728965
362640.2003,1.437957764,-2.232009888,1.993026733,362640.1882,0.060405287,-0.654488349,0.640936588
362640.2303,2.079406738,-1.389465332,-1.064712524,362640.2233,-5.338545557,1.292101312,0.559195652
362640.2604,-0.105606079,-0.441680908,-1.326095581,362640.2584,-3.863635813,0.918999634,-0.279300351
362640.2906,0.059753418,-0.146530151,-1.163146973,362640.2584,-3.863635813,0.918999634,-0.279300351
362640.3206,0.342178345,-0.452163696,-0.918701172,362640.2935,-1.740916394,0.949338099,-0.939226076
362640.3507,0.019668579,-0.160949707,-1.078552246,362640.3287,-1.40154232,0.345619187,-0.061889733
362640.3808,0.236541748,-0.040634155,-1.194152832,362640.3637,0.47986754,-0.182078726,0.284712693
362640.4109,0.078826904,0.299606323,-1.38494873,362640.3989,3.936201093,-0.580071107,0.476016076
362640.441,-0.246063232,-0.61366272,-1.616012573,362640.434,7.94757843,-1.056279463,0.422722495
362640.4711,0.373672485,-4.53314209,0.031463623,362640.4691,6.672245978,-1.747082944,0.524149251
362640.5012,1.323394775,-2.413787842,-0.134460449,362640.4691,6.672245978,-1.747082944,0.524149251
362640.5313,0.205612183,-2.357070923,-3.449493408,362640.5042,6.306095949,-0.122187695,-2.413521962
362640.5614,-0.015060425,-0.644226074,-3.39440918,362640.5393,3.894185999,1.586250651,-3.284146873
362640.5915,-1.804199219,1.031311035,-2.099105835,362640.5744,-0.253792328,0.499958427,-2.527663182
362640.6216,-1.644943237,1.344146729,-0.931610107,362640.6096,-3.402669792,0.793295501,0.907533394
362640.6517,-0.499786377,1.574493408,0.258117676,362640.6446,-4.180230272,-1.216590309,1.272326542
362640.6818,-0.659973145,0.380187988,0.95211792,362640.6798,-4.462155169,-1.851228255,1.340886695
362640.7119,-0.155792236,-0.986404419,1.458816528,362640.6798,-4.462155169,-1.851228255,1.340886695
362640.742,0.605880737,-1.744995117,2.256500244,362640.7149,-3.139355598,-2.954724499,2.43493937
362640.7721,0.821212769,-1.854492188,2.557922363,362640.75,-0.012070511,-0.618628885,1.79698499
362640.8022,1.729736328,-4.701065063,-2.061538696,362640.7851,-1.587489553,1.77195314,-2.558338271
362640.8323,1.663345337,-0.265548706,-1.858505249,362640.8202,-4.452789896,1.304506317,0.259830779
362640.8623,-0.464935303,-0.131637573,-1.342559814,362640.8553,-3.480511328,0.803059449,-0.303242169
362640.8925,-0.030044556,-0.43019104,-1.002227783,362640.8905,-1.974447392,1.059317331,-1.142700905
362640.9226,0.212188721,-0.392883301,-0.988891602,362640.8905,-1.974447392,1.059317331,-1.142700905
362640.9526,0.081832886,-0.287368774,-1.040710449,362640.9255,-1.141757879,0.356492608,-0.181564469
362640.9827,0.151397705,-0.173873901,-1.117401123,362640.9607,0.111553959,-0.048568868,0.204484699
362641.0128,0.059524536,-0.030426025,-1.265228271,362640.9958,2.719580158,-0.53500616,0.585617406
362641.0429,-0.119979858,-0.251525879,-1.581604004,362641.0309,6.984275247,-0.873078748,0.516280143
362641.073,-0.035324097,-1.989990234,-0.983200073,362641.066,7.790382151,0.350324727,0.315577399
362641.1031,-0.620620728,-4.183776855,-2.773406982,362641.1011,3.436578757,2.14644845,-0.880192583
362641.1332,0.98109436,-2.531768799,-2.273376465,362641.1011,3.436578757,2.14644845,-0.880192583
362641.1633,0.170654297,-1.644943237,-3.530029297,362641.1362,4.680308009,0.471280443,-2.782752469
362641.1934,-0.816497803,-0.104614258,-3.114242554,362641.1713,0.853949528,0.433033189,-3.483132943
362641.2235,-1.98878479,1.477630615,-0.341384888,362641.2064,-3.051110158,1.042530095,-1.605885605
362641.2536,-0.920959473,1.734924316,0.063110352,362641.2416,-3.157247247,-0.297471898,1.37552004
362641.2837,-0.628463745,1.12600708,1.014648438,362641.2767,-4.603946126,-1.392151747,1.221461231
362641.3138,-0.022277832,0.116134644,1.831939697,362641.3118,-3.096065382,-2.804919024,1.402692272
362641.3439,-0.08052063,-1.019714355,2.291488647,362641.3118,-3.096065382,-2.804919024,1.402692272
362641.374,0.494827271,-3.08366394,0.056716919,362641.3469,-0.573919737,-1.582322222,2.611397494
362641.4041,1.375656128,-2.098937988,2.347839355,362641.382,-1.746966031,-0.537086621,1.992748635
362641.4342,-0.715408325,-0.095458984,-0.583312988,362641.4171,-5.029012202,2.366238869,0.558294438
362641.4643,-0.524841309,-0.509277344,-1.332458496,362641.4522,-3.730970443,1.137359669,-0.444444568
362641.4944,0.33934021,-0.34815979,-1.120346069,362641.4873,-1.795337558,1.035047411,-1.083340642
362641.5245,0.258010864,-0.471725464,-0.889404297,362641.5224,-1.478303677,0.352471767,-0.205416273
362641.5545,0.022750854,-0.253082275,-1.063171387,362641.5224,-1.478303677,0.352471767,-0.205416273
362641.5846,0.172561646,-0.159942627,-1.124679565,362641.5575,-0.259717328,0.139969355,-0.031115842
362641.6147,0.029006958,0.123413086,-1.216125488,362641.5927,2.013357774,-0.350265338,0.505122297
362641.6448,-0.046051025,-0.188522339,-1.623809814,362641.6278,6.256383787,-0.80895915,0.487379785
362641.675,-0.603530884,-1.661300659,-0.775344849,362641.6629,8.420554242,-0.574042509,-0.178940723
362641.705,-0.581848145,-4.851257324,-3.158111572,362641.698,3.552196167,2.115438336,1.243727654
362641.7351,1.508728027,-2.864273071,-2.79234314,362641.7331,5.786269808,-0.403509385,-2.221823632
362641.7652,0.347122192,-1.551040649,-4.101104736,362641.7331,5.786269808,-0.403509385,-2.221823632
362641.7953,-0.986114502,0.170150757,-3.06312561,362641.7682,1.491005357,0.327683596,-3.570361855
362641.8254,-2.147216797,1.881866455,-0.306137085,362641.8033,-3.320293426,1.380808811,-1.924085684
362641.8555,-1.028823853,1.896636963,0.344894409,362641.8384,-3.695784759,0.135369011,1.391298737
362641.8856,-0.838241577,0.851226807,1.638946533,362641.8736,-4.579284189,-1.907335733,1.653672835
362641.9157,0.267715454,-0.216690063,2.455337524,362641.9087,-2.762191268,-3.245197077,2.38910477
362641.9458,0.190170288,-1.263259888,2.499816895,362641.9438,-1.105362587,-0.736165636,2.365415685
362641.9759,1.800109863,-4.460083008,1.945251465,362641.9438,-1.105362587,-0.736165636,2.365415685
362642.006,0.490264893,0.413696289,-1.262054443,362641.9789,-3.797505262,0.973846638,-1.93255214
